model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,pr_auc_mean,pr_auc_std
RF_default,0.861111111111111,0.0047303851016462445,0.7340649001536097,0.042748585699442156,0.23940315804722584,0.034579122960722304,0.3592566475880867,0.03942587457724543,0.5136815308797279,0.033541094176898066
LR_default,0.8541666666666666,0.00633430791721744,0.7135079365079365,0.0887163915832385,0.19521946979574098,0.031551798653614765,0.30316341610873504,0.03425358231011896,0.4656128557125611,0.01583485414785303
