model_name,accuracy,precision,recall,f1,pr_auc,timestamp
RF_default,0.861111111111111,0.7340649001536097,0.23940315804722584,0.3592566475880867,0.5136815308797279,2026-04-22T13:44:19.290382
LR_default,0.8541666666666666,0.7135079365079365,0.19521946979574098,0.30316341610873504,0.4656128557125611,2026-04-22T13:44:19.290382
